customer_id,city,signup_date,signup_year,signup_month,signup_month_name,signup_quarter
15222,Pune,2019-10-14,2019,10,October,Q4
15223,Mumbai,2019-07-21,2019,7,July,Q3
15224,Bangalore,2019-06-13,2019,6,June,Q2
15225,Mumbai,2019-01-18,2019,1,January,Q1
15226,Bangalore,2021-12-07,2021,12,December,Q4
15227,Mumbai,2022-03-21,2022,3,March,Q1
15228,Pune,2021-08-16,2021,8,August,Q3
15229,Pune,2021-04-25,2021,4,April,Q2
15230,Bangalore,2022-11-26,2022,11,November,Q4
15231,Mumbai,2021-09-06,2021,9,September,Q3
15232,Delhi,2020-07-11,2020,7,July,Q3
15233,Bangalore,2020-07-25,2020,7,July,Q3
15234,Delhi,2022-05-29,2022,5,May,Q2
15235,Mumbai,2020-07-13,2020,7,July,Q3
15236,Pune,2023-06-21,2023,6,June,Q2
15237,Pune,2019-06-03,2019,6,June,Q2
15238,Pune,2022-05-10,2022,5,May,Q2
15239,Pune,2022-11-05,2022,11,November,Q4
15240,Delhi,2021-11-28,2021,11,November,Q4
15241,Pune,2020-11-28,2020,11,November,Q4
15242,Pune,2020-09-08,2020,9,September,Q3
15243,Mumbai,2022-02-07,2022,2,February,Q1
15244,Mumbai,2019-06-19,2019,6,June,Q2
15245,Mumbai,2023-02-01,2023,2,February,Q1
15246,Bangalore,2019-12-27,2019,12,December,Q4
15247,Bangalore,2020-01-12,2020,1,January,Q1
15248,Delhi,2023-08-04,2023,8,August,Q3
15249,Pune,2019-08-22,2019,8,August,Q3
15250,Bangalore,2020-06-05,2020,6,June,Q2
15251,Mumbai,2023-02-07,2023,2,February,Q1
15252,Mumbai,2020-01-12,2020,1,January,Q1
15253,Pune,2022-05-23,2022,5,May,Q2
15254,Pune,2019-03-25,2019,3,March,Q1
15255,Bangalore,2019-12-28,2019,12,December,Q4
15256,Mumbai,2023-05-03,2023,5,May,Q2
15257,Bangalore,2022-03-12,2022,3,March,Q1
15258,Pune,2020-11-29,2020,11,November,Q4
15259,Bangalore,2019-03-06,2019,3,March,Q1
15260,Delhi,2020-11-20,2020,11,November,Q4
15261,Mumbai,2020-08-21,2020,8,August,Q3
15262,Delhi,2023-07-21,2023,7,July,Q3
15263,Bangalore,2022-08-14,2022,8,August,Q3
15264,Bangalore,2020-03-04,2020,3,March,Q1
15265,Delhi,2022-10-15,2022,10,October,Q4
15266,Pune,2022-08-06,2022,8,August,Q3
15267,Bangalore,2021-12-06,2021,12,December,Q4
15268,Delhi,2021-11-20,2021,11,November,Q4
15269,Mumbai,2022-04-14,2022,4,April,Q2
15270,Delhi,2022-07-12,2022,7,July,Q3
15271,Delhi,2023-04-29,2023,4,April,Q2
15272,Bangalore,2022-06-13,2022,6,June,Q2
15273,Bangalore,2023-06-23,2023,6,June,Q2
15274,Bangalore,2021-12-23,2021,12,December,Q4
15275,Pune,2021-06-03,2021,6,June,Q2
15276,Bangalore,2023-10-23,2023,10,October,Q4
15277,Mumbai,2020-01-19,2020,1,January,Q1
15278,Bangalore,2020-09-30,2020,9,September,Q3
15279,Delhi,2023-01-05,2023,1,January,Q1
15280,Mumbai,2020-03-03,2020,3,March,Q1
15281,Bangalore,2023-07-09,2023,7,July,Q3
15282,Bangalore,2023-10-15,2023,10,October,Q4
15283,Delhi,2020-11-09,2020,11,November,Q4
15284,Mumbai,2023-05-02,2023,5,May,Q2
15285,Bangalore,2020-09-21,2020,9,September,Q3
15286,Pune,2023-05-02,2023,5,May,Q2
15287,Bangalore,2023-09-26,2023,9,September,Q3
15288,Delhi,2023-12-21,2023,12,December,Q4
15289,Mumbai,2023-08-13,2023,8,August,Q3
15290,Delhi,2022-12-16,2022,12,December,Q4
15291,Bangalore,2020-08-17,2020,8,August,Q3
15292,Mumbai,2023-09-03,2023,9,September,Q3
15293,Bangalore,2023-07-21,2023,7,July,Q3
15294,Bangalore,2023-01-29,2023,1,January,Q1
15295,Mumbai,2022-11-09,2022,11,November,Q4
15296,Bangalore,2021-09-08,2021,9,September,Q3
15297,Bangalore,2019-02-05,2019,2,February,Q1
15298,Mumbai,2021-11-03,2021,11,November,Q4
15299,Bangalore,2020-05-29,2020,5,May,Q2
15300,Mumbai,2020-01-14,2020,1,January,Q1
15301,Delhi,2019-10-03,2019,10,October,Q4
15302,Delhi,2022-12-27,2022,12,December,Q4
15303,Mumbai,2023-12-06,2023,12,December,Q4
15304,Bangalore,2019-04-09,2019,4,April,Q2
15305,Bangalore,2021-09-08,2021,9,September,Q3
15306,Pune,2021-09-01,2021,9,September,Q3
15307,Bangalore,2020-06-23,2020,6,June,Q2
15308,Mumbai,2023-03-10,2023,3,March,Q1
15309,Mumbai,2019-08-27,2019,8,August,Q3
15310,Pune,2023-08-10,2023,8,August,Q3
15311,Delhi,2023-02-16,2023,2,February,Q1
15312,Mumbai,2023-01-05,2023,1,January,Q1
15313,Delhi,2022-07-26,2022,7,July,Q3
15314,Bangalore,2020-04-19,2020,4,April,Q2
15315,Bangalore,2022-12-08,2022,12,December,Q4
15316,Bangalore,2023-09-11,2023,9,September,Q3
15317,Bangalore,2019-12-11,2019,12,December,Q4
15318,Delhi,2020-06-24,2020,6,June,Q2
15319,Bangalore,2023-07-16,2023,7,July,Q3
15320,Bangalore,2019-12-22,2019,12,December,Q4
15321,Delhi,2021-02-14,2021,2,February,Q1
15322,Pune,2020-05-17,2020,5,May,Q2
15323,Mumbai,2020-06-13,2020,6,June,Q2
15324,Mumbai,2019-07-28,2019,7,July,Q3
15325,Bangalore,2020-03-18,2020,3,March,Q1
15326,Bangalore,2019-10-03,2019,10,October,Q4
15327,Mumbai,2022-01-08,2022,1,January,Q1
15328,Delhi,2022-08-19,2022,8,August,Q3
15329,Bangalore,2022-06-20,2022,6,June,Q2
15330,Bangalore,2019-08-19,2019,8,August,Q3
15331,Bangalore,2019-10-10,2019,10,October,Q4
15332,Mumbai,2019-10-20,2019,10,October,Q4
15333,Bangalore,2023-04-06,2023,4,April,Q2
15334,Pune,2020-10-08,2020,10,October,Q4
15335,Bangalore,2021-05-27,2021,5,May,Q2
15336,Mumbai,2020-12-26,2020,12,December,Q4
15337,Bangalore,2019-04-11,2019,4,April,Q2
15338,Pune,2020-09-30,2020,9,September,Q3
15339,Bangalore,2022-01-27,2022,1,January,Q1
15340,Mumbai,2019-07-18,2019,7,July,Q3
15341,Pune,2021-03-13,2021,3,March,Q1
15342,Bangalore,2022-06-21,2022,6,June,Q2
15343,Bangalore,2022-01-27,2022,1,January,Q1
15344,Delhi,2020-07-06,2020,7,July,Q3
15345,Bangalore,2019-11-06,2019,11,November,Q4
15346,Bangalore,2023-02-13,2023,2,February,Q1
15347,Pune,2019-04-23,2019,4,April,Q2
15348,Delhi,2019-01-19,2019,1,January,Q1
15349,Mumbai,2019-05-22,2019,5,May,Q2
15350,Delhi,2023-09-15,2023,9,September,Q3
15351,Delhi,2019-01-01,2019,1,January,Q1
15352,Mumbai,2021-11-15,2021,11,November,Q4
15353,Bangalore,2023-06-25,2023,6,June,Q2
15354,Delhi,2021-03-28,2021,3,March,Q1
15355,Mumbai,2022-11-11,2022,11,November,Q4
15356,Delhi,2022-06-04,2022,6,June,Q2
15357,Pune,2022-08-28,2022,8,August,Q3
15358,Delhi,2019-11-23,2019,11,November,Q4
15359,Delhi,2020-01-09,2020,1,January,Q1
15360,Pune,2021-12-08,2021,12,December,Q4
15361,Delhi,2021-02-19,2021,2,February,Q1
15362,Delhi,2022-01-04,2022,1,January,Q1
15363,Pune,2021-08-27,2021,8,August,Q3
15364,Mumbai,2022-04-07,2022,4,April,Q2
15365,Delhi,2020-02-05,2020,2,February,Q1
15366,Pune,2020-12-09,2020,12,December,Q4
15367,Pune,2020-11-14,2020,11,November,Q4
15368,Bangalore,2021-01-03,2021,1,January,Q1
15369,Pune,2022-08-05,2022,8,August,Q3
15370,Mumbai,2023-06-11,2023,6,June,Q2
15371,Delhi,2020-11-20,2020,11,November,Q4
15372,Bangalore,2023-11-10,2023,11,November,Q4
15373,Mumbai,2020-01-23,2020,1,January,Q1
15374,Pune,2021-01-06,2021,1,January,Q1
15375,Mumbai,2019-12-11,2019,12,December,Q4
15376,Mumbai,2020-09-16,2020,9,September,Q3
15377,Delhi,2021-10-20,2021,10,October,Q4
15378,Delhi,2022-03-04,2022,3,March,Q1
15379,Pune,2023-07-12,2023,7,July,Q3
15380,Mumbai,2023-02-22,2023,2,February,Q1
15381,Pune,2021-03-19,2021,3,March,Q1
15382,Mumbai,2019-07-26,2019,7,July,Q3
15383,Bangalore,2021-07-07,2021,7,July,Q3
15384,Mumbai,2020-08-28,2020,8,August,Q3
15385,Delhi,2022-09-13,2022,9,September,Q3
15386,Pune,2020-11-22,2020,11,November,Q4
15387,Pune,2020-02-07,2020,2,February,Q1
15388,Bangalore,2021-09-02,2021,9,September,Q3
15389,Pune,2022-11-20,2022,11,November,Q4
15390,Delhi,2023-09-03,2023,9,September,Q3
15391,Delhi,2020-12-29,2020,12,December,Q4
15392,Delhi,2019-09-05,2019,9,September,Q3
15393,Mumbai,2019-08-17,2019,8,August,Q3
15394,Mumbai,2023-01-10,2023,1,January,Q1
15395,Pune,2023-05-24,2023,5,May,Q2
15396,Pune,2020-08-07,2020,8,August,Q3
15397,Bangalore,2021-04-06,2021,4,April,Q2
15398,Pune,2022-05-17,2022,5,May,Q2
15399,Delhi,2023-12-04,2023,12,December,Q4
15400,Delhi,2021-01-09,2021,1,January,Q1
15401,Delhi,2023-10-12,2023,10,October,Q4
15402,Mumbai,2019-02-05,2019,2,February,Q1
15403,Mumbai,2022-12-07,2022,12,December,Q4
15404,Delhi,2019-09-08,2019,9,September,Q3
15405,Mumbai,2023-02-04,2023,2,February,Q1
15406,Delhi,2021-12-24,2021,12,December,Q4
15407,Bangalore,2021-05-02,2021,5,May,Q2
15408,Mumbai,2019-10-12,2019,10,October,Q4
15409,Mumbai,2020-08-08,2020,8,August,Q3
15410,Mumbai,2022-09-20,2022,9,September,Q3
15411,Mumbai,2021-02-18,2021,2,February,Q1
15412,Mumbai,2022-07-21,2022,7,July,Q3
15413,Bangalore,2020-01-15,2020,1,January,Q1
15414,Pune,2019-03-31,2019,3,March,Q1
15415,Mumbai,2023-08-01,2023,8,August,Q3
15416,Mumbai,2023-03-30,2023,3,March,Q1
15417,Delhi,2023-04-04,2023,4,April,Q2
15418,Bangalore,2019-08-30,2019,8,August,Q3
15419,Pune,2020-04-10,2020,4,April,Q2
15420,Mumbai,2021-11-18,2021,11,November,Q4
15421,Bangalore,2019-05-31,2019,5,May,Q2
15422,Bangalore,2023-01-23,2023,1,January,Q1
15423,Mumbai,2023-05-29,2023,5,May,Q2
15424,Bangalore,2022-02-05,2022,2,February,Q1
15425,Mumbai,2023-02-04,2023,2,February,Q1
15426,Pune,2023-04-05,2023,4,April,Q2
15427,Bangalore,2023-10-06,2023,10,October,Q4
15428,Pune,2021-08-14,2021,8,August,Q3
15429,Mumbai,2021-12-04,2021,12,December,Q4
15430,Bangalore,2021-03-31,2021,3,March,Q1
15431,Bangalore,2023-10-09,2023,10,October,Q4
15432,Mumbai,2019-01-23,2019,1,January,Q1
15433,Bangalore,2023-11-10,2023,11,November,Q4
15434,Bangalore,2023-03-24,2023,3,March,Q1
15435,Bangalore,2020-11-03,2020,11,November,Q4
15436,Delhi,2020-04-09,2020,4,April,Q2
15437,Bangalore,2020-03-28,2020,3,March,Q1
15438,Delhi,2021-08-05,2021,8,August,Q3
15439,Mumbai,2020-10-04,2020,10,October,Q4
15440,Delhi,2022-10-01,2022,10,October,Q4
15441,Mumbai,2021-05-07,2021,5,May,Q2
15442,Pune,2019-06-21,2019,6,June,Q2
15443,Pune,2022-01-21,2022,1,January,Q1
15444,Mumbai,2021-10-10,2021,10,October,Q4
15445,Mumbai,2021-11-08,2021,11,November,Q4
15446,Pune,2023-09-13,2023,9,September,Q3
15447,Delhi,2020-08-15,2020,8,August,Q3
15448,Delhi,2019-03-11,2019,3,March,Q1
15449,Delhi,2022-11-13,2022,11,November,Q4
15450,Delhi,2022-03-24,2022,3,March,Q1
15451,Mumbai,2020-11-20,2020,11,November,Q4
15452,Bangalore,2019-09-24,2019,9,September,Q3
15453,Mumbai,2020-01-23,2020,1,January,Q1
15454,Delhi,2021-08-18,2021,8,August,Q3
15455,Pune,2023-04-24,2023,4,April,Q2
15456,Mumbai,2023-03-02,2023,3,March,Q1
15457,Bangalore,2021-08-26,2021,8,August,Q3
15458,Bangalore,2019-07-06,2019,7,July,Q3
15459,Bangalore,2020-06-11,2020,6,June,Q2
15460,Delhi,2023-05-23,2023,5,May,Q2
15461,Mumbai,2020-09-03,2020,9,September,Q3
15462,Bangalore,2022-08-13,2022,8,August,Q3
15463,Pune,2021-05-13,2021,5,May,Q2
15464,Mumbai,2020-09-03,2020,9,September,Q3
15465,Delhi,2020-09-02,2020,9,September,Q3
15466,Bangalore,2020-11-21,2020,11,November,Q4
15467,Pune,2020-04-27,2020,4,April,Q2
15468,Pune,2021-01-17,2021,1,January,Q1
15469,Bangalore,2019-02-10,2019,2,February,Q1
15470,Delhi,2019-09-24,2019,9,September,Q3
15471,Delhi,2023-06-08,2023,6,June,Q2
15472,Mumbai,2023-10-03,2023,10,October,Q4
15473,Pune,2019-03-07,2019,3,March,Q1
15474,Bangalore,2019-06-08,2019,6,June,Q2
15475,Delhi,2020-05-28,2020,5,May,Q2
15476,Bangalore,2023-08-02,2023,8,August,Q3
15477,Pune,2022-08-31,2022,8,August,Q3
15478,Delhi,2023-08-01,2023,8,August,Q3
15479,Mumbai,2022-12-13,2022,12,December,Q4
15480,Bangalore,2022-02-15,2022,2,February,Q1
15481,Mumbai,2019-05-23,2019,5,May,Q2
15482,Bangalore,2019-09-01,2019,9,September,Q3
15483,Pune,2023-09-28,2023,9,September,Q3
15484,Delhi,2021-10-23,2021,10,October,Q4
15485,Delhi,2021-10-04,2021,10,October,Q4
15486,Mumbai,2019-01-20,2019,1,January,Q1
15487,Bangalore,2023-09-16,2023,9,September,Q3
15488,Delhi,2020-08-23,2020,8,August,Q3
15489,Delhi,2022-12-15,2022,12,December,Q4
15490,Mumbai,2022-04-24,2022,4,April,Q2
15491,Pune,2022-06-15,2022,6,June,Q2
15492,Mumbai,2020-12-29,2020,12,December,Q4
15493,Mumbai,2020-08-14,2020,8,August,Q3
15494,Bangalore,2021-12-28,2021,12,December,Q4
15495,Mumbai,2023-11-08,2023,11,November,Q4
15496,Bangalore,2019-10-25,2019,10,October,Q4
15497,Mumbai,2023-04-12,2023,4,April,Q2
15498,Pune,2021-09-28,2021,9,September,Q3
15499,Pune,2021-03-23,2021,3,March,Q1
15500,Bangalore,2019-01-06,2019,1,January,Q1
15501,Delhi,2022-05-18,2022,5,May,Q2
15502,Bangalore,2020-09-27,2020,9,September,Q3
15503,Mumbai,2022-06-26,2022,6,June,Q2
15504,Delhi,2019-10-31,2019,10,October,Q4
15505,Bangalore,2022-12-04,2022,12,December,Q4
15506,Pune,2022-06-18,2022,6,June,Q2
15507,Mumbai,2019-08-25,2019,8,August,Q3
15508,Pune,2021-02-21,2021,2,February,Q1
15509,Mumbai,2020-02-01,2020,2,February,Q1
15510,Delhi,2020-03-03,2020,3,March,Q1
15511,Delhi,2023-03-01,2023,3,March,Q1
15512,Bangalore,2023-03-09,2023,3,March,Q1
15513,Mumbai,2019-12-16,2019,12,December,Q4
15514,Bangalore,2022-12-27,2022,12,December,Q4
15515,Mumbai,2020-01-11,2020,1,January,Q1
15516,Bangalore,2020-12-26,2020,12,December,Q4
15517,Delhi,2021-01-20,2021,1,January,Q1
15518,Bangalore,2022-08-31,2022,8,August,Q3
15519,Pune,2020-09-03,2020,9,September,Q3
15520,Bangalore,2023-11-04,2023,11,November,Q4
15521,Bangalore,2022-03-13,2022,3,March,Q1
15522,Delhi,2023-03-09,2023,3,March,Q1
15523,Bangalore,2019-10-26,2019,10,October,Q4
15524,Mumbai,2021-04-16,2021,4,April,Q2
15525,Delhi,2019-03-13,2019,3,March,Q1
15526,Bangalore,2020-10-16,2020,10,October,Q4
15527,Delhi,2022-10-18,2022,10,October,Q4
15528,Mumbai,2019-02-17,2019,2,February,Q1
15529,Delhi,2022-03-02,2022,3,March,Q1
15530,Delhi,2023-12-23,2023,12,December,Q4
15531,Delhi,2022-07-11,2022,7,July,Q3
15532,Bangalore,2020-04-18,2020,4,April,Q2
15533,Mumbai,2023-01-27,2023,1,January,Q1
15534,Mumbai,2022-03-20,2022,3,March,Q1
15535,Bangalore,2023-10-14,2023,10,October,Q4
15536,Bangalore,2019-12-05,2019,12,December,Q4
15537,Pune,2019-08-21,2019,8,August,Q3
15538,Mumbai,2023-10-31,2023,10,October,Q4
15539,Pune,2023-01-29,2023,1,January,Q1
15540,Mumbai,2021-12-16,2021,12,December,Q4
15541,Bangalore,2022-06-30,2022,6,June,Q2
15542,Mumbai,2021-09-21,2021,9,September,Q3
15543,Mumbai,2023-11-30,2023,11,November,Q4
15544,Pune,2021-06-16,2021,6,June,Q2
15545,Mumbai,2022-11-05,2022,11,November,Q4
15546,Pune,2020-06-15,2020,6,June,Q2
15547,Mumbai,2023-06-18,2023,6,June,Q2
15548,Mumbai,2020-10-28,2020,10,October,Q4
15549,Pune,2020-06-29,2020,6,June,Q2
15550,Mumbai,2021-03-23,2021,3,March,Q1
15551,Delhi,2022-07-26,2022,7,July,Q3
15552,Pune,2021-08-06,2021,8,August,Q3
15553,Pune,2020-08-05,2020,8,August,Q3
15554,Bangalore,2020-06-19,2020,6,June,Q2
15555,Bangalore,2022-09-25,2022,9,September,Q3
15556,Mumbai,2023-06-21,2023,6,June,Q2
15557,Delhi,2020-11-17,2020,11,November,Q4
15558,Mumbai,2019-11-30,2019,11,November,Q4
15559,Pune,2021-09-30,2021,9,September,Q3
15560,Bangalore,2023-06-06,2023,6,June,Q2
15561,Mumbai,2022-04-23,2022,4,April,Q2
15562,Bangalore,2021-08-05,2021,8,August,Q3
15563,Pune,2019-01-23,2019,1,January,Q1
15564,Bangalore,2023-05-14,2023,5,May,Q2
15565,Pune,2023-04-19,2023,4,April,Q2
15566,Mumbai,2023-08-17,2023,8,August,Q3
15567,Pune,2021-01-26,2021,1,January,Q1
15568,Mumbai,2020-04-10,2020,4,April,Q2
15569,Bangalore,2019-10-27,2019,10,October,Q4
15570,Bangalore,2022-02-16,2022,2,February,Q1
15571,Pune,2019-10-10,2019,10,October,Q4
15572,Mumbai,2019-03-31,2019,3,March,Q1
15573,Bangalore,2019-04-01,2019,4,April,Q2
15574,Pune,2019-03-12,2019,3,March,Q1
15575,Delhi,2023-03-12,2023,3,March,Q1
15576,Bangalore,2019-06-24,2019,6,June,Q2
15577,Delhi,2019-01-25,2019,1,January,Q1
15578,Bangalore,2020-12-10,2020,12,December,Q4
15579,Pune,2023-07-06,2023,7,July,Q3
15580,Pune,2020-06-09,2020,6,June,Q2
15581,Delhi,2019-03-18,2019,3,March,Q1
15582,Mumbai,2019-09-25,2019,9,September,Q3
15583,Mumbai,2019-11-04,2019,11,November,Q4
15584,Mumbai,2019-09-25,2019,9,September,Q3
15585,Bangalore,2022-03-11,2022,3,March,Q1
15586,Bangalore,2022-03-30,2022,3,March,Q1
15587,Bangalore,2022-05-08,2022,5,May,Q2
15588,Pune,2019-10-28,2019,10,October,Q4
15589,Pune,2020-01-17,2020,1,January,Q1
15590,Delhi,2020-04-22,2020,4,April,Q2
15591,Bangalore,2022-04-08,2022,4,April,Q2
15592,Bangalore,2019-04-09,2019,4,April,Q2
15593,Mumbai,2020-10-19,2020,10,October,Q4
15594,Mumbai,2023-05-05,2023,5,May,Q2
15595,Bangalore,2023-05-31,2023,5,May,Q2
15596,Pune,2019-12-15,2019,12,December,Q4
15597,Pune,2019-03-12,2019,3,March,Q1
15598,Bangalore,2019-08-07,2019,8,August,Q3
15599,Pune,2023-05-10,2023,5,May,Q2
15600,Delhi,2021-01-26,2021,1,January,Q1
15601,Bangalore,2021-04-05,2021,4,April,Q2
15602,Bangalore,2019-02-01,2019,2,February,Q1
15603,Mumbai,2023-11-26,2023,11,November,Q4
15604,Bangalore,2021-03-15,2021,3,March,Q1
15605,Bangalore,2019-02-13,2019,2,February,Q1
15606,Delhi,2022-11-05,2022,11,November,Q4
15607,Pune,2021-09-19,2021,9,September,Q3
15608,Delhi,2023-03-18,2023,3,March,Q1
15609,Pune,2021-01-06,2021,1,January,Q1
15610,Delhi,2021-08-23,2021,8,August,Q3
15611,Pune,2019-03-28,2019,3,March,Q1
15612,Pune,2022-06-14,2022,6,June,Q2
15613,Mumbai,2023-01-10,2023,1,January,Q1
15614,Bangalore,2020-02-18,2020,2,February,Q1
15615,Bangalore,2023-09-08,2023,9,September,Q3
15616,Bangalore,2019-08-05,2019,8,August,Q3
15617,Bangalore,2021-08-21,2021,8,August,Q3
15618,Pune,2021-10-04,2021,10,October,Q4
15619,Bangalore,2020-11-07,2020,11,November,Q4
15620,Bangalore,2023-11-29,2023,11,November,Q4
15621,Mumbai,2022-08-10,2022,8,August,Q3
15622,Bangalore,2021-02-04,2021,2,February,Q1
15623,Mumbai,2023-03-20,2023,3,March,Q1
15624,Delhi,2023-09-20,2023,9,September,Q3
15625,Pune,2019-03-12,2019,3,March,Q1
15626,Delhi,2019-10-20,2019,10,October,Q4
15627,Bangalore,2023-01-08,2023,1,January,Q1
15628,Mumbai,2023-04-11,2023,4,April,Q2
15629,Delhi,2021-02-21,2021,2,February,Q1
15630,Delhi,2022-01-11,2022,1,January,Q1
15631,Bangalore,2021-04-22,2021,4,April,Q2
15632,Delhi,2020-04-14,2020,4,April,Q2
15633,Delhi,2023-03-03,2023,3,March,Q1
15634,Delhi,2021-10-10,2021,10,October,Q4
15635,Delhi,2019-06-18,2019,6,June,Q2
15636,Mumbai,2020-05-13,2020,5,May,Q2
15637,Delhi,2022-09-30,2022,9,September,Q3
15638,Bangalore,2023-10-25,2023,10,October,Q4
15639,Bangalore,2021-12-16,2021,12,December,Q4
15640,Pune,2020-12-11,2020,12,December,Q4
15641,Bangalore,2020-11-06,2020,11,November,Q4
15642,Bangalore,2023-04-20,2023,4,April,Q2
15643,Pune,2023-01-05,2023,1,January,Q1
15644,Bangalore,2023-10-30,2023,10,October,Q4
15645,Bangalore,2020-01-03,2020,1,January,Q1
15646,Bangalore,2020-01-16,2020,1,January,Q1
15647,Mumbai,2019-12-04,2019,12,December,Q4
15648,Bangalore,2021-12-17,2021,12,December,Q4
15649,Mumbai,2022-10-04,2022,10,October,Q4
15650,Pune,2020-04-17,2020,4,April,Q2
15651,Mumbai,2019-07-05,2019,7,July,Q3
15652,Delhi,2023-03-27,2023,3,March,Q1
15653,Pune,2020-03-28,2020,3,March,Q1
15654,Mumbai,2023-03-16,2023,3,March,Q1
15655,Mumbai,2021-11-12,2021,11,November,Q4
15656,Pune,2021-06-13,2021,6,June,Q2
15657,Mumbai,2019-07-01,2019,7,July,Q3
15658,Delhi,2019-08-28,2019,8,August,Q3
15659,Bangalore,2023-09-02,2023,9,September,Q3
15660,Delhi,2021-11-22,2021,11,November,Q4
15661,Mumbai,2021-01-02,2021,1,January,Q1
15662,Pune,2022-09-15,2022,9,September,Q3
15663,Pune,2023-10-17,2023,10,October,Q4
15664,Pune,2020-08-02,2020,8,August,Q3
15665,Delhi,2019-05-04,2019,5,May,Q2
15666,Delhi,2019-11-16,2019,11,November,Q4
15667,Pune,2019-11-11,2019,11,November,Q4
15668,Bangalore,2019-04-13,2019,4,April,Q2
15669,Pune,2021-11-12,2021,11,November,Q4
15670,Mumbai,2021-07-16,2021,7,July,Q3
15671,Bangalore,2021-04-21,2021,4,April,Q2
15672,Bangalore,2021-01-06,2021,1,January,Q1
15673,Delhi,2023-12-08,2023,12,December,Q4
15674,Bangalore,2023-01-07,2023,1,January,Q1
15675,Mumbai,2021-04-01,2021,4,April,Q2
15676,Pune,2020-11-02,2020,11,November,Q4
15677,Pune,2020-09-01,2020,9,September,Q3
15678,Bangalore,2023-02-16,2023,2,February,Q1
15679,Delhi,2023-12-25,2023,12,December,Q4
15680,Bangalore,2019-04-27,2019,4,April,Q2
15681,Mumbai,2019-04-10,2019,4,April,Q2
15682,Pune,2022-03-26,2022,3,March,Q1
15683,Pune,2023-04-15,2023,4,April,Q2
15684,Bangalore,2023-08-16,2023,8,August,Q3
15685,Delhi,2021-11-17,2021,11,November,Q4
15686,Pune,2022-07-13,2022,7,July,Q3
15687,Delhi,2021-10-25,2021,10,October,Q4
15688,Mumbai,2019-09-19,2019,9,September,Q3
15689,Mumbai,2023-10-27,2023,10,October,Q4
15690,Mumbai,2022-09-05,2022,9,September,Q3
15691,Mumbai,2019-03-15,2019,3,March,Q1
15692,Pune,2021-06-14,2021,6,June,Q2
15693,Mumbai,2020-10-01,2020,10,October,Q4
15694,Bangalore,2019-01-28,2019,1,January,Q1
15695,Delhi,2022-05-27,2022,5,May,Q2
15696,Bangalore,2022-12-28,2022,12,December,Q4
15697,Bangalore,2020-07-02,2020,7,July,Q3
15698,Delhi,2019-05-07,2019,5,May,Q2
15699,Pune,2022-06-16,2022,6,June,Q2
15700,Delhi,2020-07-06,2020,7,July,Q3
15701,Pune,2023-08-09,2023,8,August,Q3
15702,Pune,2019-05-14,2019,5,May,Q2
15703,Bangalore,2021-01-05,2021,1,January,Q1
15704,Mumbai,2020-03-27,2020,3,March,Q1
15705,Pune,2023-10-26,2023,10,October,Q4
15706,Mumbai,2021-10-26,2021,10,October,Q4
15707,Pune,2019-08-04,2019,8,August,Q3
15708,Pune,2022-03-03,2022,3,March,Q1
15709,Bangalore,2023-06-22,2023,6,June,Q2
15710,Mumbai,2020-09-05,2020,9,September,Q3
15711,Bangalore,2020-02-17,2020,2,February,Q1
15712,Delhi,2021-11-13,2021,11,November,Q4
15713,Delhi,2023-01-08,2023,1,January,Q1
15714,Bangalore,2020-11-09,2020,11,November,Q4
15715,Pune,2023-07-06,2023,7,July,Q3
15716,Pune,2020-06-18,2020,6,June,Q2
15717,Bangalore,2019-02-06,2019,2,February,Q1
15718,Mumbai,2019-11-09,2019,11,November,Q4
15719,Mumbai,2023-11-30,2023,11,November,Q4
15720,Mumbai,2021-04-16,2021,4,April,Q2
15721,Delhi,2020-01-24,2020,1,January,Q1
15722,Delhi,2022-03-30,2022,3,March,Q1
15723,Delhi,2019-02-06,2019,2,February,Q1
15724,Delhi,2021-08-09,2021,8,August,Q3
15725,Delhi,2023-10-25,2023,10,October,Q4
15726,Pune,2022-06-06,2022,6,June,Q2
15727,Delhi,2019-07-16,2019,7,July,Q3
15728,Mumbai,2021-12-14,2021,12,December,Q4
15729,Delhi,2019-11-04,2019,11,November,Q4
15730,Bangalore,2019-05-23,2019,5,May,Q2
15731,Mumbai,2021-03-15,2021,3,March,Q1
15732,Pune,2019-06-16,2019,6,June,Q2
15733,Delhi,2023-07-11,2023,7,July,Q3
15734,Bangalore,2021-04-19,2021,4,April,Q2
15735,Pune,2023-03-30,2023,3,March,Q1
15736,Pune,2023-03-05,2023,3,March,Q1
15737,Bangalore,2023-06-11,2023,6,June,Q2
15738,Pune,2022-09-18,2022,9,September,Q3
15739,Pune,2023-06-10,2023,6,June,Q2
15740,Mumbai,2021-05-15,2021,5,May,Q2
15741,Mumbai,2020-07-25,2020,7,July,Q3
15742,Pune,2023-07-01,2023,7,July,Q3
15743,Pune,2020-03-01,2020,3,March,Q1
15744,Bangalore,2020-08-15,2020,8,August,Q3
15745,Delhi,2021-10-25,2021,10,October,Q4
15746,Mumbai,2021-02-27,2021,2,February,Q1
15747,Mumbai,2023-01-14,2023,1,January,Q1
15748,Pune,2023-04-30,2023,4,April,Q2
15749,Bangalore,2022-04-25,2022,4,April,Q2
15750,Pune,2023-07-31,2023,7,July,Q3
15751,Bangalore,2019-05-10,2019,5,May,Q2
