order_id,customer_id,store_id,order_date,promotion_id,order_year,order_quarter,order_month,order_month_name,order_day,order_day_name,is_weekend
69340,20728,10,2020-07-25,35,2020,Q3,7,July,25,Saturday,True
69341,35317,70,2020-08-26,19,2020,Q3,8,August,26,Wednesday,False
69342,19206,89,2021-06-19,27,2021,Q2,6,June,19,Saturday,True
69343,21017,77,2023-09-13,31,2023,Q3,9,September,13,Wednesday,False
69344,9377,54,2022-06-02,43,2022,Q2,6,June,2,Thursday,False
69345,106,10,2022-01-15,43,2022,Q1,1,January,15,Saturday,True
69346,21768,95,2020-07-11,31,2020,Q3,7,July,11,Saturday,True
69347,29770,71,2021-08-20,12,2021,Q3,8,August,20,Friday,False
69348,12673,69,2022-05-28,22,2022,Q2,5,May,28,Saturday,True
69349,4873,16,2021-10-21,40,2021,Q4,10,October,21,Thursday,False
69350,12112,58,2023-06-25,26,2023,Q2,6,June,25,Sunday,True
69351,23698,44,2022-02-21,50,2022,Q1,2,February,21,Monday,False
69352,24142,98,2020-11-28,32,2020,Q4,11,November,28,Saturday,True
69353,11298,31,2021-11-22,48,2021,Q4,11,November,22,Monday,False
69354,19985,28,2022-09-23,14,2022,Q3,9,September,23,Friday,False
69355,28806,55,2021-09-01,1,2021,Q3,9,September,1,Wednesday,False
69356,22248,51,2020-07-05,36,2020,Q3,7,July,5,Sunday,True
69357,29456,11,2021-09-25,20,2021,Q3,9,September,25,Saturday,True
69358,20972,36,2021-08-02,37,2021,Q3,8,August,2,Monday,False
69359,48373,85,2021-10-25,10,2021,Q4,10,October,25,Monday,False
69360,8525,70,2023-04-30,9,2023,Q2,4,April,30,Sunday,True
69361,44079,82,2022-08-26,15,2022,Q3,8,August,26,Friday,False
69362,37306,55,2023-03-27,28,2023,Q1,3,March,27,Monday,False
69363,8175,78,2021-05-14,41,2021,Q2,5,May,14,Friday,False
69364,1651,27,2020-05-19,50,2020,Q2,5,May,19,Tuesday,False
69365,40876,20,2020-12-29,1,2020,Q4,12,December,29,Tuesday,False
69366,41975,95,2022-04-05,11,2022,Q2,4,April,5,Tuesday,False
69367,8313,52,2023-03-07,2,2023,Q1,3,March,7,Tuesday,False
69368,21532,46,2022-09-07,36,2022,Q3,9,September,7,Wednesday,False
69369,30438,41,2020-07-10,29,2020,Q3,7,July,10,Friday,False
69370,4029,13,2020-12-27,27,2020,Q4,12,December,27,Sunday,True
69371,35667,26,2021-07-29,37,2021,Q3,7,July,29,Thursday,False
69372,21465,19,2022-12-19,8,2022,Q4,12,December,19,Monday,False
69373,25292,98,2023-02-25,35,2023,Q1,2,February,25,Saturday,True
69374,5451,67,2023-10-25,10,2023,Q4,10,October,25,Wednesday,False
69375,18144,76,2022-03-11,28,2022,Q1,3,March,11,Friday,False
69376,15847,45,2021-12-22,12,2021,Q4,12,December,22,Wednesday,False
69377,20586,75,2021-01-11,2,2021,Q1,1,January,11,Monday,False
69378,9352,73,2022-02-09,11,2022,Q1,2,February,9,Wednesday,False
69379,3193,47,2022-05-05,22,2022,Q2,5,May,5,Thursday,False
69380,17880,92,2020-08-09,4,2020,Q3,8,August,9,Sunday,True
69381,5262,53,2020-09-14,41,2020,Q3,9,September,14,Monday,False
69382,24681,87,2022-01-09,37,2022,Q1,1,January,9,Sunday,True
69383,44533,44,2020-06-19,10,2020,Q2,6,June,19,Friday,False
69384,28157,22,2022-12-10,2,2022,Q4,12,December,10,Saturday,True
69385,27481,98,2023-06-27,23,2023,Q2,6,June,27,Tuesday,False
69386,28290,34,2023-11-05,32,2023,Q4,11,November,5,Sunday,True
69387,41368,89,2021-09-27,13,2021,Q3,9,September,27,Monday,False
69388,24418,64,2022-01-28,46,2022,Q1,1,January,28,Friday,False
69389,12240,14,2020-05-27,28,2020,Q2,5,May,27,Wednesday,False
69390,29507,74,2022-05-11,7,2022,Q2,5,May,11,Wednesday,False
69391,20087,56,2023-04-12,31,2023,Q2,4,April,12,Wednesday,False
69392,732,12,2023-12-05,20,2023,Q4,12,December,5,Tuesday,False
69393,42663,54,2023-11-15,41,2023,Q4,11,November,15,Wednesday,False
69394,48945,97,2022-12-06,7,2022,Q4,12,December,6,Tuesday,False
69395,11084,94,2023-06-24,26,2023,Q2,6,June,24,Saturday,True
69396,7023,69,2023-10-18,22,2023,Q4,10,October,18,Wednesday,False
69397,1458,44,2022-10-28,10,2022,Q4,10,October,28,Friday,False
69398,34680,93,2023-08-14,12,2023,Q3,8,August,14,Monday,False
69399,19894,39,2020-09-28,45,2020,Q3,9,September,28,Monday,False
69400,41367,2,2022-03-08,9,2022,Q1,3,March,8,Tuesday,False
69401,10319,14,2022-05-11,38,2022,Q2,5,May,11,Wednesday,False
69402,23345,56,2021-05-14,14,2021,Q2,5,May,14,Friday,False
69403,18614,90,2020-11-24,44,2020,Q4,11,November,24,Tuesday,False
69404,5721,34,2022-07-20,30,2022,Q3,7,July,20,Wednesday,False
69405,20271,98,2021-10-17,8,2021,Q4,10,October,17,Sunday,True
69406,7151,98,2021-04-20,21,2021,Q2,4,April,20,Tuesday,False
69407,46223,18,2020-05-13,9,2020,Q2,5,May,13,Wednesday,False
69408,31935,86,2022-10-30,24,2022,Q4,10,October,30,Sunday,True
69409,7091,18,2022-09-21,29,2022,Q3,9,September,21,Wednesday,False
69410,29966,25,2023-10-25,15,2023,Q4,10,October,25,Wednesday,False
69411,11354,32,2022-09-27,40,2022,Q3,9,September,27,Tuesday,False
69412,20769,94,2020-01-10,43,2020,Q1,1,January,10,Friday,False
69413,1467,58,2022-04-24,2,2022,Q2,4,April,24,Sunday,True
69414,26627,69,2020-05-18,32,2020,Q2,5,May,18,Monday,False
69415,29887,37,2021-03-11,42,2021,Q1,3,March,11,Thursday,False
69416,13684,93,2023-02-26,12,2023,Q1,2,February,26,Sunday,True
69417,20083,92,2021-10-05,29,2021,Q4,10,October,5,Tuesday,False
69418,15361,43,2022-11-14,8,2022,Q4,11,November,14,Monday,False
69419,13235,13,2023-08-13,4,2023,Q3,8,August,13,Sunday,True
69420,43149,88,2022-05-01,16,2022,Q2,5,May,1,Sunday,True
69421,26735,59,2023-10-21,23,2023,Q4,10,October,21,Saturday,True
69422,36943,96,2022-04-14,22,2022,Q2,4,April,14,Thursday,False
69423,29289,37,2022-12-24,12,2022,Q4,12,December,24,Saturday,True
69424,4833,69,2021-02-02,17,2021,Q1,2,February,2,Tuesday,False
69425,47084,25,2021-06-08,35,2021,Q2,6,June,8,Tuesday,False
69426,23821,62,2022-05-04,48,2022,Q2,5,May,4,Wednesday,False
69427,5829,90,2022-10-18,6,2022,Q4,10,October,18,Tuesday,False
69428,14214,50,2021-02-24,5,2021,Q1,2,February,24,Wednesday,False
69429,22236,14,2020-12-28,43,2020,Q4,12,December,28,Monday,False
69430,44336,31,2021-10-12,11,2021,Q4,10,October,12,Tuesday,False
69431,47040,87,2023-08-06,18,2023,Q3,8,August,6,Sunday,True
69432,5405,99,2020-03-15,37,2020,Q1,3,March,15,Sunday,True
69433,7879,7,2021-09-28,13,2021,Q3,9,September,28,Tuesday,False
69434,45629,58,2023-12-13,13,2023,Q4,12,December,13,Wednesday,False
69435,22687,34,2023-09-11,47,2023,Q3,9,September,11,Monday,False
69436,41155,35,2021-07-13,34,2021,Q3,7,July,13,Tuesday,False
69437,44192,15,2023-09-26,10,2023,Q3,9,September,26,Tuesday,False
69438,24963,94,2020-08-27,40,2020,Q3,8,August,27,Thursday,False
69439,27928,87,2022-12-08,40,2022,Q4,12,December,8,Thursday,False
69440,42379,66,2022-06-23,33,2022,Q2,6,June,23,Thursday,False
69441,39792,65,2023-05-20,37,2023,Q2,5,May,20,Saturday,True
69442,35400,52,2021-03-13,26,2021,Q1,3,March,13,Saturday,True
69443,28705,19,2022-05-04,22,2022,Q2,5,May,4,Wednesday,False
69444,9331,88,2023-07-22,1,2023,Q3,7,July,22,Saturday,True
69445,18346,53,2021-11-03,46,2021,Q4,11,November,3,Wednesday,False
69446,33206,74,2022-06-23,46,2022,Q2,6,June,23,Thursday,False
69447,4245,49,2022-10-25,11,2022,Q4,10,October,25,Tuesday,False
69448,4312,73,2020-03-10,36,2020,Q1,3,March,10,Tuesday,False
69449,336,85,2023-05-19,39,2023,Q2,5,May,19,Friday,False
69450,49256,77,2020-01-07,14,2020,Q1,1,January,7,Tuesday,False
69451,41655,40,2023-06-24,47,2023,Q2,6,June,24,Saturday,True
69452,23233,80,2021-02-22,11,2021,Q1,2,February,22,Monday,False
69453,34154,79,2021-11-24,2,2021,Q4,11,November,24,Wednesday,False
69454,35486,82,2020-08-12,35,2020,Q3,8,August,12,Wednesday,False
69455,47090,17,2020-03-26,18,2020,Q1,3,March,26,Thursday,False
69456,7041,61,2021-10-19,15,2021,Q4,10,October,19,Tuesday,False
69457,15932,63,2021-09-17,38,2021,Q3,9,September,17,Friday,False
69458,14087,16,2021-01-29,31,2021,Q1,1,January,29,Friday,False
69459,5165,3,2023-06-12,42,2023,Q2,6,June,12,Monday,False
69460,16339,17,2020-12-10,14,2020,Q4,12,December,10,Thursday,False
69461,33832,35,2021-07-23,44,2021,Q3,7,July,23,Friday,False
69462,36581,20,2020-09-17,22,2020,Q3,9,September,17,Thursday,False
69463,14426,50,2021-07-07,48,2021,Q3,7,July,7,Wednesday,False
69464,21199,89,2020-07-11,6,2020,Q3,7,July,11,Saturday,True
69465,26659,100,2022-08-31,3,2022,Q3,8,August,31,Wednesday,False
69466,14271,89,2023-04-28,3,2023,Q2,4,April,28,Friday,False
69467,20554,58,2021-05-06,12,2021,Q2,5,May,6,Thursday,False
69468,36467,82,2020-11-12,42,2020,Q4,11,November,12,Thursday,False
69469,40780,17,2023-01-28,11,2023,Q1,1,January,28,Saturday,True
69470,45163,82,2023-03-24,30,2023,Q1,3,March,24,Friday,False
69471,3328,90,2023-01-10,2,2023,Q1,1,January,10,Tuesday,False
69472,18779,36,2020-04-19,48,2020,Q2,4,April,19,Sunday,True
69473,18356,49,2023-04-24,6,2023,Q2,4,April,24,Monday,False
69474,5532,39,2022-12-04,13,2022,Q4,12,December,4,Sunday,True
69475,27023,35,2021-02-21,8,2021,Q1,2,February,21,Sunday,True
69476,2769,28,2021-05-24,48,2021,Q2,5,May,24,Monday,False
69477,14562,82,2022-09-09,47,2022,Q3,9,September,9,Friday,False
69478,9395,57,2023-11-14,32,2023,Q4,11,November,14,Tuesday,False
69479,23092,36,2023-02-06,49,2023,Q1,2,February,6,Monday,False
69480,27284,8,2021-06-18,19,2021,Q2,6,June,18,Friday,False
69481,21798,45,2023-10-02,11,2023,Q4,10,October,2,Monday,False
69482,8890,2,2022-06-01,20,2022,Q2,6,June,1,Wednesday,False
69483,43607,86,2023-02-03,48,2023,Q1,2,February,3,Friday,False
69484,28742,39,2020-07-18,46,2020,Q3,7,July,18,Saturday,True
69485,4666,98,2023-09-21,47,2023,Q3,9,September,21,Thursday,False
69486,2202,53,2022-05-07,26,2022,Q2,5,May,7,Saturday,True
69487,41450,94,2022-12-27,8,2022,Q4,12,December,27,Tuesday,False
69488,39273,38,2023-04-10,18,2023,Q2,4,April,10,Monday,False
69489,32854,49,2021-11-05,9,2021,Q4,11,November,5,Friday,False
69490,2039,57,2022-10-24,40,2022,Q4,10,October,24,Monday,False
69491,33724,43,2020-01-23,36,2020,Q1,1,January,23,Thursday,False
69492,6135,99,2020-01-27,16,2020,Q1,1,January,27,Monday,False
69493,10815,25,2022-05-08,49,2022,Q2,5,May,8,Sunday,True
69494,13073,7,2023-04-03,44,2023,Q2,4,April,3,Monday,False
69495,13404,32,2022-07-10,29,2022,Q3,7,July,10,Sunday,True
69496,83,65,2023-11-07,37,2023,Q4,11,November,7,Tuesday,False
69497,43695,84,2021-05-15,28,2021,Q2,5,May,15,Saturday,True
69498,25293,26,2023-08-03,18,2023,Q3,8,August,3,Thursday,False
69499,34631,98,2020-02-12,47,2020,Q1,2,February,12,Wednesday,False
69500,32213,27,2023-10-25,10,2023,Q4,10,October,25,Wednesday,False
69501,34148,74,2023-07-29,22,2023,Q3,7,July,29,Saturday,True
69502,39159,58,2023-02-06,8,2023,Q1,2,February,6,Monday,False
69503,24890,43,2020-10-31,4,2020,Q4,10,October,31,Saturday,True
69504,36660,69,2021-04-08,44,2021,Q2,4,April,8,Thursday,False
69505,14204,40,2021-07-09,5,2021,Q3,7,July,9,Friday,False
69506,31092,55,2020-02-12,35,2020,Q1,2,February,12,Wednesday,False
69507,5862,94,2023-03-27,4,2023,Q1,3,March,27,Monday,False
69508,27519,41,2022-03-10,36,2022,Q1,3,March,10,Thursday,False
69509,12673,40,2021-04-24,9,2021,Q2,4,April,24,Saturday,True
69510,19876,37,2021-08-24,41,2021,Q3,8,August,24,Tuesday,False
69511,3551,58,2022-12-08,6,2022,Q4,12,December,8,Thursday,False
69512,1140,64,2023-08-12,29,2023,Q3,8,August,12,Saturday,True
69513,49274,83,2023-12-01,46,2023,Q4,12,December,1,Friday,False
69514,7578,13,2020-05-05,43,2020,Q2,5,May,5,Tuesday,False
69515,21803,15,2020-09-01,32,2020,Q3,9,September,1,Tuesday,False
69516,28852,65,2021-09-01,24,2021,Q3,9,September,1,Wednesday,False
69517,20294,89,2020-11-07,5,2020,Q4,11,November,7,Saturday,True
69518,26862,16,2022-12-20,13,2022,Q4,12,December,20,Tuesday,False
69519,21212,92,2023-10-29,34,2023,Q4,10,October,29,Sunday,True
69520,14437,39,2021-11-14,21,2021,Q4,11,November,14,Sunday,True
69521,18724,67,2022-04-25,17,2022,Q2,4,April,25,Monday,False
69522,38599,67,2020-03-25,37,2020,Q1,3,March,25,Wednesday,False
69523,5891,39,2021-01-25,38,2021,Q1,1,January,25,Monday,False
69524,4399,47,2020-03-19,16,2020,Q1,3,March,19,Thursday,False
69525,30326,88,2022-01-19,42,2022,Q1,1,January,19,Wednesday,False
69526,8206,86,2022-05-16,39,2022,Q2,5,May,16,Monday,False
69527,14644,9,2023-02-14,34,2023,Q1,2,February,14,Tuesday,False
69528,43703,5,2021-05-30,20,2021,Q2,5,May,30,Sunday,True
69529,32301,39,2023-11-20,4,2023,Q4,11,November,20,Monday,False
69530,12626,63,2024-01-01,24,2024,Q1,1,January,1,Monday,False
69531,40146,18,2020-12-10,18,2020,Q4,12,December,10,Thursday,False
69532,29682,20,2021-06-23,15,2021,Q2,6,June,23,Wednesday,False
69533,31229,47,2021-04-25,23,2021,Q2,4,April,25,Sunday,True
69534,30679,58,2022-03-02,32,2022,Q1,3,March,2,Wednesday,False
69535,8613,79,2022-12-05,4,2022,Q4,12,December,5,Monday,False
69536,29774,2,2021-10-22,12,2021,Q4,10,October,22,Friday,False
69537,2414,95,2020-05-09,26,2020,Q2,5,May,9,Saturday,True
69538,23900,9,2023-12-03,5,2023,Q4,12,December,3,Sunday,True
69539,9943,56,2020-10-12,40,2020,Q4,10,October,12,Monday,False
69540,42379,64,2023-11-28,45,2023,Q4,11,November,28,Tuesday,False
69541,32401,32,2021-12-07,21,2021,Q4,12,December,7,Tuesday,False
69542,12560,44,2021-11-07,13,2021,Q4,11,November,7,Sunday,True
69543,9261,92,2022-06-17,44,2022,Q2,6,June,17,Friday,False
69544,29458,100,2020-11-15,29,2020,Q4,11,November,15,Sunday,True
69545,36441,73,2023-12-15,17,2023,Q4,12,December,15,Friday,False
69546,26703,64,2020-12-16,19,2020,Q4,12,December,16,Wednesday,False
69547,48259,74,2022-02-24,10,2022,Q1,2,February,24,Thursday,False
69548,27845,74,2022-06-23,19,2022,Q2,6,June,23,Thursday,False
69549,48,20,2021-07-29,7,2021,Q3,7,July,29,Thursday,False
69550,14003,37,2021-02-01,15,2021,Q1,2,February,1,Monday,False
69551,16960,37,2022-02-14,28,2022,Q1,2,February,14,Monday,False
69552,3719,85,2021-04-17,42,2021,Q2,4,April,17,Saturday,True
69553,16522,55,2020-12-25,17,2020,Q4,12,December,25,Friday,False
69554,22575,56,2020-02-27,38,2020,Q1,2,February,27,Thursday,False
69555,32376,84,2020-08-31,33,2020,Q3,8,August,31,Monday,False
69556,16070,63,2023-03-09,35,2023,Q1,3,March,9,Thursday,False
69557,21997,18,2020-02-10,36,2020,Q1,2,February,10,Monday,False
69558,17687,98,2020-05-16,28,2020,Q2,5,May,16,Saturday,True
69559,46872,76,2020-07-29,3,2020,Q3,7,July,29,Wednesday,False
69560,32731,85,2020-08-18,20,2020,Q3,8,August,18,Tuesday,False
69561,37140,92,2021-07-07,33,2021,Q3,7,July,7,Wednesday,False
69562,35304,24,2021-03-15,10,2021,Q1,3,March,15,Monday,False
69563,1405,72,2020-07-07,32,2020,Q3,7,July,7,Tuesday,False
69564,1066,3,2021-08-28,9,2021,Q3,8,August,28,Saturday,True
69565,1842,7,2020-03-30,3,2020,Q1,3,March,30,Monday,False
69566,19602,25,2022-09-09,16,2022,Q3,9,September,9,Friday,False
69567,26841,79,2021-07-15,10,2021,Q3,7,July,15,Thursday,False
69568,44870,52,2020-05-08,28,2020,Q2,5,May,8,Friday,False
69569,39395,8,2021-11-28,19,2021,Q4,11,November,28,Sunday,True
69570,13425,24,2023-06-24,1,2023,Q2,6,June,24,Saturday,True
69571,3541,82,2022-03-22,23,2022,Q1,3,March,22,Tuesday,False
69572,22941,88,2021-10-12,38,2021,Q4,10,October,12,Tuesday,False
69573,42397,62,2021-05-20,38,2021,Q2,5,May,20,Thursday,False
69574,31046,53,2020-09-12,20,2020,Q3,9,September,12,Saturday,True
69575,46780,74,2020-06-21,40,2020,Q2,6,June,21,Sunday,True
69576,47509,47,2022-06-19,21,2022,Q2,6,June,19,Sunday,True
69577,30137,34,2021-05-22,36,2021,Q2,5,May,22,Saturday,True
69578,35489,39,2022-04-18,39,2022,Q2,4,April,18,Monday,False
69579,32164,26,2020-07-05,36,2020,Q3,7,July,5,Sunday,True
69580,49341,80,2020-12-04,22,2020,Q4,12,December,4,Friday,False
69581,25949,14,2021-07-15,17,2021,Q3,7,July,15,Thursday,False
69582,20318,93,2023-07-21,22,2023,Q3,7,July,21,Friday,False
69583,29555,52,2021-03-20,27,2021,Q1,3,March,20,Saturday,True
69584,12954,76,2022-08-19,30,2022,Q3,8,August,19,Friday,False
69585,36521,24,2020-11-23,27,2020,Q4,11,November,23,Monday,False
69586,33616,96,2020-05-31,28,2020,Q2,5,May,31,Sunday,True
69587,35202,38,2020-02-26,21,2020,Q1,2,February,26,Wednesday,False
69588,13029,80,2020-04-24,6,2020,Q2,4,April,24,Friday,False
69589,43468,86,2020-03-25,27,2020,Q1,3,March,25,Wednesday,False
69590,2932,96,2020-07-21,32,2020,Q3,7,July,21,Tuesday,False
69591,8422,62,2021-03-23,45,2021,Q1,3,March,23,Tuesday,False
69592,10072,12,2023-03-11,33,2023,Q1,3,March,11,Saturday,True
69593,26383,49,2022-02-16,25,2022,Q1,2,February,16,Wednesday,False
69594,42512,32,2023-08-11,9,2023,Q3,8,August,11,Friday,False
69595,32735,83,2022-07-02,18,2022,Q3,7,July,2,Saturday,True
69596,13574,47,2020-02-13,33,2020,Q1,2,February,13,Thursday,False
69597,9155,53,2021-04-28,3,2021,Q2,4,April,28,Wednesday,False
69598,46945,32,2021-07-04,16,2021,Q3,7,July,4,Sunday,True
69599,9016,97,2022-03-05,37,2022,Q1,3,March,5,Saturday,True
69600,3846,36,2020-02-10,17,2020,Q1,2,February,10,Monday,False
69601,18436,89,2020-10-03,17,2020,Q4,10,October,3,Saturday,True
69602,13021,67,2021-05-14,6,2021,Q2,5,May,14,Friday,False
69603,18772,11,2020-06-04,5,2020,Q2,6,June,4,Thursday,False
69604,30847,96,2021-08-15,7,2021,Q3,8,August,15,Sunday,True
69605,2029,35,2022-06-27,37,2022,Q2,6,June,27,Monday,False
69606,1996,56,2020-11-01,23,2020,Q4,11,November,1,Sunday,True
69607,14891,34,2020-01-07,23,2020,Q1,1,January,7,Tuesday,False
69608,44391,29,2021-08-11,6,2021,Q3,8,August,11,Wednesday,False
69609,35532,13,2023-04-10,26,2023,Q2,4,April,10,Monday,False
69610,22676,55,2021-12-11,35,2021,Q4,12,December,11,Saturday,True
69611,39385,76,2020-11-28,41,2020,Q4,11,November,28,Saturday,True
69612,2297,77,2022-12-03,13,2022,Q4,12,December,3,Saturday,True
69613,17287,13,2022-05-30,8,2022,Q2,5,May,30,Monday,False
69614,31234,80,2023-10-29,18,2023,Q4,10,October,29,Sunday,True
69615,13347,84,2021-03-15,36,2021,Q1,3,March,15,Monday,False
69616,5427,87,2021-10-07,43,2021,Q4,10,October,7,Thursday,False
69617,22392,71,2021-08-11,24,2021,Q3,8,August,11,Wednesday,False
69618,46989,39,2023-04-15,47,2023,Q2,4,April,15,Saturday,True
69619,38343,24,2021-01-06,31,2021,Q1,1,January,6,Wednesday,False
69620,36988,46,2022-05-05,25,2022,Q2,5,May,5,Thursday,False
69621,9661,62,2020-02-13,18,2020,Q1,2,February,13,Thursday,False
69622,12532,82,2022-08-21,21,2022,Q3,8,August,21,Sunday,True
69623,30713,98,2023-08-18,33,2023,Q3,8,August,18,Friday,False
69624,31350,59,2021-03-03,21,2021,Q1,3,March,3,Wednesday,False
69625,6172,30,2023-05-07,43,2023,Q2,5,May,7,Sunday,True
69626,42490,63,2022-12-21,42,2022,Q4,12,December,21,Wednesday,False
69627,40964,50,2022-11-17,35,2022,Q4,11,November,17,Thursday,False
69628,3535,91,2020-08-27,3,2020,Q3,8,August,27,Thursday,False
69629,33576,20,2022-11-02,6,2022,Q4,11,November,2,Wednesday,False
69630,37515,76,2020-01-11,5,2020,Q1,1,January,11,Saturday,True
69631,26980,63,2022-02-01,19,2022,Q1,2,February,1,Tuesday,False
69632,1145,62,2020-08-18,41,2020,Q3,8,August,18,Tuesday,False
69633,44840,95,2022-09-09,29,2022,Q3,9,September,9,Friday,False
69634,1185,19,2020-12-04,8,2020,Q4,12,December,4,Friday,False
69635,19021,70,2020-07-30,26,2020,Q3,7,July,30,Thursday,False
69636,46708,9,2020-01-07,4,2020,Q1,1,January,7,Tuesday,False
69637,14178,55,2020-05-18,43,2020,Q2,5,May,18,Monday,False
69638,27789,29,2022-10-31,36,2022,Q4,10,October,31,Monday,False
69639,41981,66,2021-11-11,40,2021,Q4,11,November,11,Thursday,False
69640,19631,35,2021-10-07,44,2021,Q4,10,October,7,Thursday,False
69641,24755,34,2021-01-22,25,2021,Q1,1,January,22,Friday,False
69642,34772,29,2023-01-21,31,2023,Q1,1,January,21,Saturday,True
69643,46829,18,2020-12-18,7,2020,Q4,12,December,18,Friday,False
69644,11194,47,2021-02-06,36,2021,Q1,2,February,6,Saturday,True
69645,48733,96,2021-03-14,31,2021,Q1,3,March,14,Sunday,True
69646,37706,100,2020-05-27,9,2020,Q2,5,May,27,Wednesday,False
69647,37640,90,2020-11-27,37,2020,Q4,11,November,27,Friday,False
69648,38335,12,2021-01-27,33,2021,Q1,1,January,27,Wednesday,False
69649,13511,82,2022-02-10,6,2022,Q1,2,February,10,Thursday,False
69650,8366,11,2023-07-30,29,2023,Q3,7,July,30,Sunday,True
69651,22256,62,2021-07-27,34,2021,Q3,7,July,27,Tuesday,False
69652,40074,81,2022-06-21,37,2022,Q2,6,June,21,Tuesday,False
69653,1599,86,2021-01-08,36,2021,Q1,1,January,8,Friday,False
69654,36456,41,2023-05-13,15,2023,Q2,5,May,13,Saturday,True
69655,35425,2,2023-09-04,7,2023,Q3,9,September,4,Monday,False
69656,26793,19,2022-04-29,21,2022,Q2,4,April,29,Friday,False
69657,397,47,2023-04-17,23,2023,Q2,4,April,17,Monday,False
69658,42970,77,2020-05-07,13,2020,Q2,5,May,7,Thursday,False
69659,39358,71,2022-05-08,33,2022,Q2,5,May,8,Sunday,True
69660,22289,14,2021-07-23,42,2021,Q3,7,July,23,Friday,False
69661,10016,52,2020-08-15,21,2020,Q3,8,August,15,Saturday,True
69662,26628,75,2020-09-08,12,2020,Q3,9,September,8,Tuesday,False
69663,4946,70,2022-08-05,44,2022,Q3,8,August,5,Friday,False
69664,46622,85,2022-04-22,50,2022,Q2,4,April,22,Friday,False
69665,22310,70,2023-04-21,18,2023,Q2,4,April,21,Friday,False
69666,35295,33,2020-06-16,31,2020,Q2,6,June,16,Tuesday,False
69667,2618,22,2022-03-20,3,2022,Q1,3,March,20,Sunday,True
69668,34157,25,2022-06-08,34,2022,Q2,6,June,8,Wednesday,False
69669,39476,26,2023-11-19,13,2023,Q4,11,November,19,Sunday,True
69670,44655,86,2021-09-02,40,2021,Q3,9,September,2,Thursday,False
69671,23573,88,2020-04-26,26,2020,Q2,4,April,26,Sunday,True
69672,20720,76,2023-01-04,3,2023,Q1,1,January,4,Wednesday,False
69673,38639,34,2023-11-06,48,2023,Q4,11,November,6,Monday,False
69674,41459,94,2023-10-17,39,2023,Q4,10,October,17,Tuesday,False
69675,45796,16,2020-02-01,46,2020,Q1,2,February,1,Saturday,True
69676,16129,71,2022-12-08,4,2022,Q4,12,December,8,Thursday,False
69677,674,59,2021-07-10,42,2021,Q3,7,July,10,Saturday,True
69678,26919,57,2022-08-28,3,2022,Q3,8,August,28,Sunday,True
69679,379,74,2022-09-12,18,2022,Q3,9,September,12,Monday,False
69680,40646,39,2023-12-30,18,2023,Q4,12,December,30,Saturday,True
69681,1927,86,2021-09-25,8,2021,Q3,9,September,25,Saturday,True
69682,580,44,2021-11-03,15,2021,Q4,11,November,3,Wednesday,False
69683,15074,1,2020-01-19,48,2020,Q1,1,January,19,Sunday,True
69684,45105,62,2021-03-30,6,2021,Q1,3,March,30,Tuesday,False
69685,39845,28,2023-08-26,35,2023,Q3,8,August,26,Saturday,True
69686,41194,74,2020-02-27,47,2020,Q1,2,February,27,Thursday,False
69687,8010,91,2023-01-05,11,2023,Q1,1,January,5,Thursday,False
69688,44342,99,2023-12-16,16,2023,Q4,12,December,16,Saturday,True
69689,39591,52,2023-04-12,37,2023,Q2,4,April,12,Wednesday,False
69690,7697,90,2023-03-30,50,2023,Q1,3,March,30,Thursday,False
69691,21089,76,2020-10-18,18,2020,Q4,10,October,18,Sunday,True
69692,38379,12,2022-09-08,20,2022,Q3,9,September,8,Thursday,False
69693,38287,91,2020-04-03,34,2020,Q2,4,April,3,Friday,False
69694,35304,12,2020-03-12,30,2020,Q1,3,March,12,Thursday,False
69695,25631,26,2020-10-24,44,2020,Q4,10,October,24,Saturday,True
69696,49809,13,2023-11-11,2,2023,Q4,11,November,11,Saturday,True
69697,11594,43,2023-11-18,10,2023,Q4,11,November,18,Saturday,True
69698,16481,26,2023-05-09,44,2023,Q2,5,May,9,Tuesday,False
69699,7265,3,2020-08-18,25,2020,Q3,8,August,18,Tuesday,False
69700,10480,68,2023-04-27,23,2023,Q2,4,April,27,Thursday,False
69701,21996,23,2021-01-16,15,2021,Q1,1,January,16,Saturday,True
69702,46166,4,2021-04-09,37,2021,Q2,4,April,9,Friday,False
69703,33187,88,2022-06-14,5,2022,Q2,6,June,14,Tuesday,False
69704,10948,44,2022-12-08,17,2022,Q4,12,December,8,Thursday,False
69705,24088,22,2023-03-02,2,2023,Q1,3,March,2,Thursday,False
69706,37945,60,2023-01-13,10,2023,Q1,1,January,13,Friday,False
69707,8112,32,2021-02-18,9,2021,Q1,2,February,18,Thursday,False
69708,5346,65,2023-02-23,2,2023,Q1,2,February,23,Thursday,False
69709,18211,17,2023-09-14,16,2023,Q3,9,September,14,Thursday,False
69710,1430,31,2023-05-18,24,2023,Q2,5,May,18,Thursday,False
69711,6955,37,2021-09-05,27,2021,Q3,9,September,5,Sunday,True
69712,40803,39,2020-03-19,40,2020,Q1,3,March,19,Thursday,False
69713,44333,77,2020-07-16,42,2020,Q3,7,July,16,Thursday,False
69714,46810,12,2021-04-12,40,2021,Q2,4,April,12,Monday,False
69715,29031,52,2020-06-19,48,2020,Q2,6,June,19,Friday,False
